연도,저널 약어,논문 제목,저자,저널 상세,DOI
2022,ACS ES&T Engineering,Synergistic Coupling of Fe2O3 and Carbon Paper that Enables Photocatalytic Mineralization of Organic Contaminants in the Absence of Chemical Oxidants under Visible Light,"C. Kim, S. Chae, Y. Park, W. Choi",2 (2022) 232-241,https://doi.org/10.1021/acsestengg.1c00363.s001
2022,Chem. Eng. J.,Fe2O3 Nanorods on Carbon Nanofibers Induce Spontaneous Reductive Transformation of Inorganic Contaminants in Ambient Aerated Water,"C. Kim, J. Lim, S. Kim, Y. Park, W. Choi",429 (2022) 132108,https://doi.org/10.1016/j.cej.2021.132108
2022,Chem. Eng. J.,Deep Oxidation of Gaseous Formaldehyde at Room-Temperature by a Durable Catalyst Formed through the Controlled Addition of Potassium to Platinum Supported on Waste Eggshell,"K. Vikrant, K.-H. Kim, F. Dong, D. W. Boukhvalov, W. Choi",428 (2022) 131177,https://doi.org/10.1016/j.cej.2021.131177
2022,Chem. Eng. J.,Freezing-induced activation of the binary chloride-Oxone system to free chlorine and its application in water treatment,"K. Kim, N. T. H. Le, A. Q. K. Nguyen, Y.-Y. Ahn, B. Kim, G. Shin, W. Choi, J. Kim",428 (2022) 131134,https://doi.org/10.1016/j.cej.2021.131134
2021,ACS Catal.,Bifunctional Carbon Nitride Exhibiting Both Enhanced Photoactivity and Residual Catalytic Activity in the Post-Irradiation Dark Period,"Y. Hu, P. Zhang, J. Du, C. Kim, S. Han, W. Choi",11 (2021) 14941-14955,https://doi.org/10.1021/acscatal.1c04564
2021,Nature Commun.,Self-wetting triphase photocatalysis for effective and selective removal of hydrophilic volatile organic compounds in air,"F. He, S. Weon, W. Jeon, M. W. Chung, W. Choi",12 (2021) 6259 (),https://doi.org/10.1038/s41467-021-26541-z
2021,Electrochimica Acta,Local pH induced electrochemical CO2 reduction on nanostructured Ag for adjustable syngas composition,"J. Lim, H. Lim, B. Kim, S. M. Kim, J.-B. Lee, K. R. Cho, H. Choi, S. Sultan, W. Choi, W. Kim, Y. Kwon",395 (2021) 139190,https://doi.org/10.1016/j.electacta.2021.139190
2021,Appl. Catal. B: Environ.,Photocatalytic Production of H2O2 from Water and Dioxygen only under Visible Light using Organic Polymers: Systematic Study of the Effects of Heteroatoms,"H. Kim, K. Shim, K. E. Lee, J. W. Han, Y. Zhu, W. Choi",299 (2021) 120666,https://doi.org/10.1016/j.apcatb.2021.120666
2021,ACS ES&T Engineering,Quantitative Photoelectrochemical Conversion of Ammonium to Dinitrogen Using Bromide-Mediated Redox Cycle,"M. S. Koo, S. Han, K. Cho, W. Choi",1 (2021) 1287-1297,https://doi.org/10.1021/acsestengg.1c00119
2021,Mater. Chem. Frontiers,Synergistic Effect of Sn Doping and Hydrogenation on Hematite Electrodes for Photoelectrochemical Water Oxidation,"T. H. Jeon, H.-i. Cho, H. Park, H.-i. Kim, W. Choi",5 (2021) 6592-6602,https://doi.org/10.1039/d1qm00847a
2021,Energy Environ. Sci.,Solar Denitrification Coupled with in situ Water Splitting,"S. Lee, S. Kim, C. Park, W. Kim, S. Ryu, W. Choi",14 (2021) 4437-4450,https://doi.org/10.1039/d1ee01342d
2021,Nature Commun.,Mechanistic Analysis of Multiple Processes Controlling Solar-driven H2O2 Synthesis Using Engineered Polymeric Carbon Nitride,"Y. Zhao, P. Zhang, Z. Yang, L. Li, J. Gao, S. Chen, T. Xie, C. Diao, S. Xi, B. Xiao, C. Hu, W. Choi",12 (2021) 3701,https://doi.org/10.1038/s41467-021-24048-1
2021,Appl. Catal. B: Environ.,Fouling of TiO2 Induced by Natural Organic Matters during Photocatalytic Water Treatment: Mechanisms and Regeneration Strategy,"X. Yang, H. Sun, G. Li, T. An, W. Choi",294 (2021) 120252,https://doi.org/10.1016/j.apcatb.2021.120252
2021,Nature Commun.,Photocatalytic Air Purification Mimicking the Self-Cleaning Process of the Atmosphere,"F. He, W. Jeon, W. Choi",12 (2021) 2528,https://doi.org/10.1038/s41467-021-22839-0
2021,Energy Environ. Sci.,Solar Photoelectrochemical Synthesis of Electrolyte-free H2O2 Aqueous Solution without Needing Electrical Bias and H2,"T. H. Jeon, B. Kim, C. Kim, C. Xia, H. Wang, P.J.J. Alvarez, W. Choi",14 (2021) 3110-3119,https://doi.org/10.1039/d0ee03567j
2021,Chem. Eng. J.,Photoelectrocatalysis as a High-Efficiency Platform for Pulping Wastewater Treatment and Energy Production,"H. Rajput, E. E. Kwon, S. A. Younis, S. Weon, T. H. Jeon, W. Choi, K.-H. Kim",412 (2021) 128612,https://doi.org/10.1016/j.cej.2021.128612
2021,Appl. Catal. B: Environ.,Crystal Phase-dependent Generation of Mobile OH Radicals on TiO2: Revisiting the Photocatalytic Oxidation Mechanism of Anatase and Rutile,"J. Y. Hwang, G.-h. Moon, B. Kim, T. Tachikawa, T. Majima, S. Hong, K. Cho, W. Kim, W. Choi",286 (2021) 119905,https://doi.org/10.1016/j.apcatb.2021.119905
2021,Appl. Catal. B: Environ.,Complexes of Fe(III)-organic pollutants that directly activate Fenton-like processes under visible light,"R. Yin, Y. Chen, J. Hu, G. Lu, L. Zeng, W. Choi, M. Zhu",283 (2021) 119663,https://doi.org/10.1016/j.apcatb.2020.119663
2021,ACS EST Engg.,Photoconversion of Cyanide to Dinitrogen Using Durable Electrode of TaON Overlayer-Deposited WO3 Film and Visible Light,"M. S. Koo, H. Kim, K. E. Lee, W. Choi",1 (2021) 228−238,https://doi.org/10.1021/acsestengg.0c00070
2021,ACS ES&T Engineering,Introducing the Inaugural Editorial Board of ACS ES&T Engineering,"W. Choi, N. G. Love, J.-H. Kim, J. Ma.",1 (2021) 154-156,https://doi.org/10.1021/acsestengg.1c00031
2021,ACS EST Engg.,Launch of ACS ES&T Engineering and Redefining Environmental Engineering,"W. Choi, N. G. Love, J.-H. Kim, J. Ma.",1 (2021) 1-2,https://doi.org/10.1021/acsestengg.0c00130
2021,Appl. Catal. B: Environ.,Photocatalytic activity enhancement of PDI supermolecular via π-π action and energy level adjusting with graphene quantum dots,"J. Yang, H. Miao, J. Jing, Y. Zhu, W. Choi",281 (2021) 119547,https://doi.org/10.1016/j.apcatb.2020.119547
2020,Environ. Sci. Technol.,Cr(VI) Formation via Oxyhalide-Induced Oxidative Dissolution of Chromium Oxide/Hydroxide in Aqueous and Frozen solution,"D. W. Min, K. Kim, B. Kim, G. Lee, W. Choi",54 (2020) 14413-14421,https://doi.org/10.1021/acs.est.0c04851
2020,ACS Nano,Holey Pt Nanosheets on NiFe-Hydroxide Laminates: Synergistically Enhanced Electrocatalytic 2D-Interface toward Hydrogen Evolution Reaction,"S. W. Jang, S. Dutta, A. Kumar, Y.-R. Hong, H. Kang, S. Lee, S. Ryu, W. Choi, I. S. Lee",14 (2020) 10578-10588,https://doi.org/10.1021/acsnano.0c04628
2020,Carbon Energy,Photocatalytic Activity Enhanced via Surface Hybridization,"Y. Guo, H. Li, W. Ma, W. Shi, Y. Zhu, W. Choi",2 (2020) 308-349,https://doi.org/10.1002/cey2.66
2020,Angew. Chem. Int. Ed.,Heteroatom dopants promote two-electron O2 reduction for photocatalytic production of H2O2 on polymeric carbon nitride,"P. Zhang, Y. Tong, Y. Liu, J. J. M. Vequizo, H. Sun, C. Yang, A. Yamakata, F. Fan, W. Lin, X. Wang, W. Choi",59 (2020) 16209-16217,https://doi.org/10.1002/anie.202006747
2020,Phys. Chem. Chem. Phys.,Entangled Iodine and Hydrogen Peroxide Formation in Ice,"Y. S. Baek, K. Kim, A. Saiz-Lopez, D. W. Min, B. Kim, W. Choi, C. H. Choi",22 (2020) 16532-16535,https://doi.org/10.1039/d0cp02966a
2020,Appl. Catal. B: Environ.,Substrate-specific Mineralization and Deactivation Behaviors of TiO2 as an Air-cleaning Photocatalyst,"F. He, U. Muliane, S. Weon, W. Choi",275 (2020) 119145,https://doi.org/10.1016/j.apcatb.2020.119145
2020,Nature Commun.,Selective electroreduction of CO2 to acetone by single copper atoms anchored on N-doped porous carbon,"K. Zhao, X. Nie, H. Wang, S. Chen, X. Quan, H. Yu, W. Choi, G. Zhang, B. Kim, J. G. Chen",11 (2020) 2455,https://doi.org/10.1038/s41467-020-16381-8
2020,Environ. Sci. Technol.,Production of Reactive Oxygen Species by the Reaction of Periodate and Hydroxylamine for Rapid Removal of Organic Pollutants and Waterborne Bacteria,"H. Sun, F. He, W. Choi",54 (2020) 6427-6437,https://doi.org/10.1021/acs.est.0c00817
2020,ACS Sustain. Chem. Eng.,Nafion-Assisted Noncovalent Assembly of Molecular Sensitizers and Catalysts for Sustained Photoreduction of CO2 to CO,"S. Lee, S. Kim, C. Park, G.-h. Moon, H.-J. Son, J.-O. Baeg, W. Kim, W. Choi",8 (2020) 3709-3717,https://doi.org/10.1021/acssuschemeng.9b06797
2020,Nature Commun.,Ag(I) Ions Working as a Hole-Transfer Mediator in Photoelectrocatalytic Water Oxidation on WO3 Film,"T. H. Jeon, D. Monllor-Satoca, G.-H. Moon, W. Kim, H.-i. Kim, D. Bahnemann, H. Park, W. Choi",11 (2020) 967,https://doi.org/10.1038/s41467-020-14775-2
2020,Chem. Eng. J.,Freezing-enhanced Non-radical Oxidation of Organic Pollutants by Peroxymonosulfate,"N. T. H. Le, J. Ju, B. Kim, S. Kim, W. Choi, K. Kim, J. Kim",388 (2020) 124226,https://doi.org/10.1016/j.cej.2020.124226
2020,Energy Environ. Sci.,Highly Durable Photoelectrochemical H2O2 Production via Dual Photoanode and Cathode Processes under Solar Simulating and External Bias-free Condition,"T. H. Jeon, H. Kim, H.-i. Kim, W. Choi",13 (2020) 1730-1742,https://doi.org/10.1039/c9ee03154e
2020,Environ. Sci. Technol.,How g-C3N4 Works and Is Different from TiO2 as Environmental Photocatalyst: Mechanistic View,"J. Lim, H. Kim, J. Park, G.-h. Moon, J. J. M. Vequizo, A. Yamakata, J. Lee, W. Choi",54 (2020) 497-506,https://doi.org/10.1021/acs.est.9b05044.s001
2020,Nano Energy,Single-Atom Platinum Confined by the Interlayer Nanospace of Carbon Nitride for Efficient Photocatalytic Hydrogen Evolution,"Z. Zeng, X. Quan, W. Choi, G. Zhang, N. Liu, S. Chen, H. Yu, B. Kim, S. Zhang",69 (2020) 104409,https://doi.org/10.1016/j.nanoen.2019.104409
2020,Energy Environ. Sci.,"A Highly Active, Robust Photocatalyst Heterogenized in Discrete Cages of Metal-Organic Polyhedra for CO2 Reduction","H. S. Lee, S. Jee, R. Kim, H.-T. Bui, B. Kim, J.-K. Kim, K. S. Park, W. Choi, W. Kim, K. M. Choi",13 (2020) 519-526,https://doi.org/10.1039/c9ee02619c
2020,J. Hazard. Mater.,Halide-Induced Dissolution of Lead(IV) Oxide in Frozen Solution,"S. P. M. Menacherry, D. W. Min, D. Jeong, C. T. Aravindakumar, W. Lee, W. Choi",384 (2020) 121298,https://doi.org/10.1016/j.jhazmat.2019.121298
2020,Appl. Catal. B: Environ.,Spontaneous Oxidation of Arsenite on Platinized TiO2 through Activating Molecular Oxygen under Ambient Aqueous Condition,"D.-h. Kim, G.-h. Moon, M. S. Koo, H.-i. Kim, W. Choi",260 (2020) 118146,https://doi.org/10.1016/j.apcatb.2019.118146
2019,Environ. Sci.: Nano,Status and Challenges in Photocatalytic Nanotechnology for Cleaning Air Polluted with Volatile Organic Compounds: Visible Light Utilization and Catalyst Deactivation,"S. Weon, F. He, W. Choi",6 (2019) 3185-3214,https://doi.org/10.1039/c9en00891h
2019,Chem. Eur. J.,Organometallic Iridium(III) Complex Sensitized Ternary Hybrid Photocatalyst for CO2 to CO Conversion,"P. S. Kim, S. Choi, S.-Y. Kim, J. H. Jo, Y. S. Lee, B. Kim, W. Kim, W. Choi, C. H. Kim, Ho-Jin Son, C. Pac, S. O. Kang",25 (2019) 13609-13623,https://doi.org/10.1002/chem.201903136
2019,Appl. Catal. B: Environ.,Ambient-Temperature Catalytic Degradation of Aromatic Compounds on Iron Oxide Nanorods Supported on Carbon Nanofiber Sheet,"Y. Park, C. Kim, M. Kim, S. Kim, W. Choi",259 (2019) 118066,https://doi.org/10.1016/j.apcatb.2019.118066
2019,Environ. Sci. Technol.,In Situ Photoelectrochemical Chloride Activation Using WO3 Electrode for Oxidative Treatment with Simultaneous H2 Evolution under Visible Light,"M. S. Koo, X. Chen, K. Cho, T. An, W. Choi",53 (2019) 9926-9936,https://doi.org/10.1021/acs.est.9b02401
2019,J. Catal.,Alkali-Metal-Oxides Coated Ultrasmall Pt Sub-nanoparticles Loading on Intercalated Carbon Nitride: Enhanced Charge Interlayer Transportation and Suppressed Backward Reaction for Overall Water Splitting,"Z. Zeng, X. Quan, H. Yu, S. Chen, W. Choi, B. Kim, S. Zhang",377 (2019) 72-80,https://doi.org/10.1016/j.jcat.2019.07.018
2019,Appl. Catal. B: Environ.,•OH Radicals Determined Photocatalytic Degradation Mechanisms of Gaseous Styrene in TiO2 System under 254 nm versus 185 nm Irradiation: Combined Experimental and Theoretical Studies,"J. Chen, Z. He, Y. Ji, G. Li, T. An, W. Choi",257 (2019) 117912,https://doi.org/10.1016/j.apcatb.2019.117912
2019,Appl. Catal. B: Environ.,Understanding the Relative Efficacies and Versatile Roles of 2D Conductive Nanosheets in Hybrid-type Photocatalyst,"S. Son, J. M. Lee, S.-J. Kim, H. Kim, X. Jin, K. K. Wang, M. Kim, J. W. Hwang, W. Choi, Y.-R. Kim, H. Kim, S.-J. Hwang",257 (2019) 117875,https://doi.org/10.1016/j.apcatb.2019.117875
2019,J. Advances in Modeling Earth Systems,"Modeling the Sources and Chemistry of Polar Tropospheric Halogens (Cl, Br, I) using the CAM-Chem Global Chemistry-Climate Model","R. P. Fernandez, A. Carmona-Balea, C. A. Cuevas, J. A. Barrera, D. E. Kinnison, J.-F. Lamarque, C. Blaszczak-Boxe, K. Kim, W. Choi, T. Hay, A.-M. Blechschmidt, A. Schönhardt, J. P. Burrows, A. Saiz-Lopez",11 (2019) 2259-2289,https://doi.org/10.1029/2019ms001655
2019,Environ. Sci.: Nano,RuO2 Two-Dimensional Nanosheets as Robust Catalyst for Peroxymonosulfate Activation,"J. Lim, J. M. Lee, C. Kim, S.-J. Hwang, J. Lee, W. Choi",6 (2019) 2084-2093,https://doi.org/10.1039/c9en00500e
2019,Environ. Sci. Technol.,Abiotic Formation of Humic-like Substances through Freezing-Accelerated Reaction of Phenolic Compounds and Nitrite,"D. W. Min, K. Kim, K. H. Lui, B. Kim, S. Kim, J. Cho, W. Choi",53 (2019) 7410-7418,https://doi.org/10.1021/acs.est.9b00950
2019,Environ. Sci. Technol.,Simultaneous and Synergic Production of Bioavailable Iron and Reactive Iodine Species in Ice,"K. Kim, S. P. M. Menacherry, J. Kim, H. Y. Chung, D. Jeong, A. Saiz-Lopez, W. Choi",53 (2019) 7355-7362,https://doi.org/10.1021/acs.est.8b06659
2019,Environ. Sci. Technol.,Nitrite-Induced Activation of Iodate into Molecular Iodine in Frozen Solution,"K. Kim, J. Ju, B. Kim, H. Y. Chung, L. Vetrakova, D. Heger, A. Saiz-Lopez, W. Choi, J. Kim",53 (2019) 4892–4900,https://doi.org/10.1021/acs.est.8b06638
2019,ACS Appl. Mater. Interfaces,Triplet–Triplet Annihilation Upconversion in Broadly Absorbing Layered Film Systems for Sub-bandgap Photocatalysis,"A. Hagstrom, S. Weon, W. Choi, J.-H. Kim",11 (2019) 13304−13318,https://doi.org/10.1021/acsami.9b01945
2019,Environ. Sci. Technol.,Spontaneous Generation of H2O2 and Hydroxyl Radical through O2 Reduction on Copper Phosphide under Ambient Aqueous Condition,"H. Kim, J. Lim, S. Lee, H.-H. Kim, C. Lee, J. Lee, W. Choi",53 (2019) 2918−2925,https://doi.org/10.1021/acs.est.8b06353
2019,Nature Commun.,Modified Carbon Nitride Nanozyme as Bifunctional Glucose Oxidase-Peroxidase for Metal-free Bioinspired Cascade Photocatalysis,"P. Zhang, D. Sun, A. Cho, S. Weon, S. Lee, J. Lee, J. W. Han, D.-P. Kim, W. Choi",10 (2019) 940,https://doi.org/10.1038/s41467-019-08731-y
2019,Environ. Sci. Technol.,The Technology Horizon for Photocatalytic Water Treatment: Sunrise or Sunset?,"S. Loeb, P. Alvarez, J. Brame, E. Cates, W. Choi, J. Crittenden, D. D. Dionysiou, Q. Li, G. Li Puma, X. Quan, D. Sedlak, T. D. Waite, P. Westerhoff, J.-H. Kim",53 (2019) 2937−2947,https://doi.org/10.1021/acs.est.8b05041
2019,Energy Environ. Sci.,Two-Dimensional Materials in Semiconductor Photoelectrocatalytic Systems for Water Splitting,"M. Faraji, M. Yousefi, S. Yousefzadeh, M. Zirak, N. Naseri, T. H. Jeon, W. Choi, A. Z. Moshfegh",12 (2019) 59-95,https://doi.org/10.1039/c8ee00886h
2019,Chem. Eng. J.,Air-Water Interfacial Fluidic Sonolysis in Superhydrophobic Silicon-Nanowire-Embedded System for Fast Water Treatment,"C.-H. Choi, D.-H. Ko, B. Park, Y. Choi, W. Choi, D.-P. Kim",358 (2019) 1594-1600,https://doi.org/10.1016/j.cej.2018.10.126
2019,Chem. Eng. J.,Electrocatalytic Cogeneration of Reactive Oxygen Species for Synergistic Water Treatment,"S. Y. Yang, H. W. Jeong, B.-j. Kim, D. S. Han, W. Choi, H. Park",358 (2019) 497-503,https://doi.org/10.1016/j.cej.2018.09.192
2019,J. Hazard. Mater.,Homogeneous Photocatalytic Fe3+/Fe2+ Redox Cycle for Simultaneous Cr(VI) Reduction and Organic Pollutant Oxidation: Roles of Hydroxyl Radical and Degradation Intermediates,"D.-h. Kim, D. Lee, D. Monllor-Satoca, K. Kim, W. Lee, W. Choi",372 (2019) 121-128,https://doi.org/10.1016/j.jhazmat.2018.03.055
2018,Environ. Sci. Technol.,Ligand-specific Dissolution of Iron Oxides in Frozen Solutions,"S. P. Menacherry, K. Kim, W. Lee, C. H. Choi, W. Choi",52 (2018) 13766-13773,https://doi.org/10.1021/acs.est.8b04484
2018,ACS Catal.,Dual Functional Photocatalytic and Photoelectrocatalytic Systems for Energy and Resource-Recovering Water Treatment,"T. H. Jeon, M. S. Koo, H. Kim, W. Choi",8 (2018) 11542-11563,https://doi.org/10.1021/acscatal.8b03521
2018,Environ. Sci. Technol.,Active {001} Facet Exposed TiO2 Nanotubes Photocatalyst Filter for Volatile Organic Compounds Removal: From Material Development to Commercial Indoor Air Cleaner Application,"S. Weon, E. Choi, H. Kim, J. Y. Kim, H.-J. Park, S.-m. Kim, W. Kim, W. Choi",52 (2018) 9330-9340,https://doi.org/10.1021/acs.est.8b02282
2018,Appl. Catal. B: Environ.,Hydrogenated Heterojunction of Boron Nitride and Titania Enables the Photocatalytic Generation of H2 in the Absence of Noble Metal Catalysts,"Z. He, C. Kim, T. H. Jeon, W. Choi",237 (2018) 772-782,https://doi.org/10.1016/j.apcatb.2018.06.008
2018,Appl. Catal. B: Environ.,Oxidation of Organic Pollutants by Peroxymonosulfate Activated with Low-Temperature-Modified Nanodiamonds: Understanding the Reaction Kinetics and Mechanism,"E.-T. Yun, G.-H. Moon, H. Lee, T. H. Jeon, C. Lee, W. Choi, J. Lee",237 (2018) 432-441,https://doi.org/10.1016/j.apcatb.2018.04.067
2018,Appl. Catal. B: Environ.,A Novel Strategy to Develop Non-noble Metal Catalyst for CO2 Electroreduction: Hybridization of Metal-Organic Polymer,"Y. Mun, K. Kim, S. Kim, S. Lee, S. Lee, S. Kim, W. Choi, S.-k. Kim, J. W. Han, J. Lee",236 (2018) 154-161,https://doi.org/10.1016/j.apcatb.2018.05.025
2018,ACS Appl. Energy Mater.,#NAME?,"P. Karthik, R. Vinoth, P. Zhang, W. Choi, E. Balaraman, B. Neppolian",1 (2018) 1913-1923,https://doi.org/10.1021/acsaem.7b00245
2018,ACS Catal.,Polymeric Carbon Nitride with Localized Aluminum Coordination Sites as a Durable and Efficient Photocatalyst for Visible Light Utilization,"C. H. Choi, L. Lin, S. Gim, S. Lee, H. Kim, X. Wang, W. Choi",8 (2018) 4241-4256,https://doi.org/10.1021/acscatal.7b03512
2018,Chem. Eng. J.,Activation of Peroxymonosulfate on Visible Light Irradiated TiO2 via a Charge Transfer Complex Path,"Y. Jo, C. Kim, G.-H. Moon, J. Lee, T. An, W. Choi",346 (2018) 249-257,https://doi.org/10.1016/j.cej.2018.03.150
2018,Appl. Catal. B: Environ.,"Enhanced Photocatalytic Mechanism of Ag3PO4 Nano-Sheets Using MS2 (M=Mo, W)/rGO Hybrids as Co-catalysts for 4-Nitrophenol Degradation in Water","W. Zhang, G. Li, W. Wang, Y. Qin, T. An, X. Xiao, W. Choi",232 (2018) 11-18,https://doi.org/10.1016/j.apcatb.2018.03.006
2018,ACS Catal.,Mechanisms of Photocatalytic Molecular Hydrogen and Molecular Oxygen Evolution over La-Doped NaTaO3 Particles: Effect of Different Cocatalysts and Their Specific Activity,"I. Ivanova, T. A. Kandiel, Y.-J. Cho, W. Choi, D. Bahnemann",8 (2018) 2313-2325,https://doi.org/10.1021/acscatal.7b04326
2018,Appl. Catal. B: Environ.,Photocatalytic Hydrogen Peroxide Production by Anthraquinone-Augmented Polymeric Carbon Nitride,"H.-i. Kim, Y. Choi, S. Hu, W. Choi, J.-H. Kim",229 (2018) 121-129,https://doi.org/10.1016/j.apcatb.2018.01.060
2018,Appl. Catal. B: Environ.,Visible Light-Photosensitized Oxidation of Organic Pollutants Using Amorphous Peroxo-Titania,"J. Seo, H. Lee, H.-J. Lee, M. S. Kim, S. W. Hong, J. Lee, K. Cho, W. Choi, C. Lee",225 (2018) 487-495,https://doi.org/10.1016/j.apcatb.2017.12.009
2018,Appl. Catal. B: Environ.,Visible Light-induced Catalytic Activation of Peroxymonosulfate Using Heterogeneous Surface Complexes of Amino Acids on TiO2,"J. Lim, D.-y. Kwak, F. Sieland, C. Kim, D. W. Bahnemann, W. Choi",225 (2018) 406-414,https://doi.org/10.1016/j.apcatb.2017.12.025
2018,J. Catal.,Selective Charge Transfer to Dioxygen on KPF6-modified Carbon Nitride for Photocatalytic Synthesis of H2O2 under Visible Light,"S. Kim, G.-h. Moon, H. Kim, Y. Mun, P. Zhang, J. Lee, W. Choi",357 (2018) 51-58,https://doi.org/10.1016/j.jcat.2017.10.002
2018,Appl. Catal. B: Environ.,Dual-components Modified TiO2 with Pt and Fluoride as Deactivation-Resistant Photocatalyst for the Degradation of Volatile Organic Compound,"S. Weon, J. Kim, W. Choi",220 (2018) 1-8,https://doi.org/10.1016/j.apcatb.2017.08.036
2017,ACS Appl. Mater. Interfaces,Distorted Carbon Nitride Structure with Substituted Benzene Moieties for Enhanced Visible Light Photocatalytic Activities,"H. Kim, S. Gim, T. H. Jeon, H. Kim, W. Choi",9 (2017) 40360-40368,https://doi.org/10.1021/acsami.7b14191
2017,Nano Energy,Formation of Heterostructures via Direct Growth CN on h-BN Porous Nanosheets for Metal-free Photocatalysis,"Z. He, C. Kim, L. Lin, T. H. Jeon, S. Lin, X. Wang, W. Choi",42 (2017) 58-68,https://doi.org/10.1016/j.nanoen.2017.10.043
2017,J. Mater. Chem. A,Enhanced Hydrogen Production from Ammonia Borane Using Controlled Plasmonic Performance of Au Nanoparticles Deposited on TiO2,"S. Jo, P. Verma, Y. Kuwahara, K. Mori, W. Choi, H. Yamashita",5 (2017) 21883-21892,https://doi.org/10.1039/c7ta07264c
2017,J. Phys. Chem. C,Vertically Aligned Core-Shell PbTiO3@TiO2 Heterojunction Nanotubes Array for Photoelectrochemical and Photocatalytic Applications,"J. S. Jang, C. W. Ahn, S. S. Won, J. H. Kim, W. Choi, B.-S. Lee, J.-H. Yoon, H. G. Kim, J. S. Lee",121 (2017) 15063-15070,https://doi.org/10.1021/acs.jpcc.7b03081
2017,Appl. Catal. B: Environ.,Synergistic Combination of Bandgap-modified Carbon Nitride and WO3 for Visible Light-induced Oxidation of Arsenite Accelerated by in-situ Fenton Reaction,"G.-h. Moon, S. Kim, Y.-J. Cho, J. Lim, D.-h. Kim, W. Choi",218 (2017) 819-824,https://doi.org/10.1016/j.apcatb.2017.07.021
2017,Environ. Sci. Technol.,Accelerated Reduction of Bromate in Frozen Solution,"D. W. Min, W. Choi",51 (2017) 8368-8375,https://doi.org/10.1021/acs.est.7b00915
2017,Nano Energy,Ultra-efficient and Durable Photoelectrochemical Water Oxidation Using Elaborately Designed Hematite Nanorod Arrays,"T. H. Jeon, G.-h. Moon, H. Park, W. Choi",39 (2017) 211-218,https://doi.org/10.1016/j.nanoen.2017.06.049
2017,RSC Adv.,"Visible Light Sensitization of TiO2 Nanoparticles by a Dietary Pigment, Curcumin, for Environmental Photochemical Transformations","J. Lim, A. D. Bokare, W. Choi",7 (2017) 32488-32495,https://doi.org/10.1039/c7ra05276f
2017,Environ. Sci. Technol.,Photoelectrochemical Degradation of Organic Compounds Coupled with Molecular Hydrogen Generation using Electrochromic TiO2 Nanotube Arrays,"M. S. Koo, K. Cho, J. Yoon, W. Choi",51 (2017) 6590-6598,https://doi.org/10.1021/acs.est.7b00774
2017,Appl. Catal. B: Environ.,Highly Efficient Hydrogen Production Using p-Si Wire Arrays and NiMoZn Heterojunction Photocathodes,"S. K. Choi, G. Piao, W. Choi, H. Park",217 (2017) 615-621,https://doi.org/10.1016/j.apcatb.2017.06.020
2017,ACS Appl. Mater. Interfaces,Investigating the Unrevealed Photocatalytic Activity and Stability of Nanostructured Brookite TiO2 Film as an Environmental Photocatalyst,"M. Choi, J. Lim, W. Choi, W. Kim, K. Yong",9 (2017) 16252-16260,https://doi.org/10.1021/acsami.7b03481
2017,Angew. Chem. Int. Ed.,Iron Oxide Photoelectrode with Multidimensional Architecture for Highly Efficient Photoelectrochemical Water Splitting,"J. S. Kang, Y. Noh, J. Kim, H. Choi, T. H. Jeon, D. Ahn, J.-Y. Kim, S.-H. Yu, H. Park, J.-H. Yum, W. Choi, D. C. Dunand, H. Choe, Y.-E. Sung",56 (2017) 6583-6588,https://doi.org/10.1002/anie.201703326
2017,Environ. Sci. Technol.,Sequential Process Combination of Photocatalytic Oxidation and Dark Reduction for the Removal of Organic Pollutants and Cr(VI) using Ag/TiO2,"Y. Choi, M. S. Koo, A. Bokare, D.-h. Kim, D. Bahnemann, W. Choi",51 (2017) 3973-3981,https://doi.org/10.1021/acs.est.6b06303
2017,ACS Catal.,Eco-Friendly Photochemical Production of H2O2 through O2 Reduction over Carbon Nitride Frameworks Incorporated with Multiple Hetero-Elements,"G.-h. Moon, M. Fujitsuka, S. Kim, T. Majima, X. Wang, W. Choi",7 (2017) 2886-2895,https://doi.org/10.1021/acscatal.6b03334
2017,J. Catal.,Photocatalytic Conversion of Acetate into Molecular Hydrogen and Hydrocarbons over Pt/TiO2: pH Dependent Formation of Kolbe and Hofer-Moest Products,"S. Hamid, I. Ivanova, T. H. Jeon, R. Dillert, W. Choi, D.W. Bahnemann",349 (2017) 128-135,https://doi.org/10.1016/j.jcat.2017.02.033
2017,Int. J. Life Cycle Assess,Estimation of Greenhouse Gas Emissions from Sewer Pipeline System,"D. Kyung, D. Kim, S. Yi, W. Choi, W. Lee",22 (2017) 1901-1911,https://doi.org/10.1007/s11367-017-1288-9
2017,Appl. Catal. B: Environ.,Freestanding Doubly Open-ended TiO2 Nanotubes for Efficient Photocatalytic Degradation of Volatile Organic Compounds,"S. Weon, J. Choi, T. Park, W. Choi",205 (2017) 386-392,https://doi.org/10.1016/j.apcatb.2016.12.048
2017,J. Catal.,TiO2 Complexed with Dopamine-derived Polymers and the Visible Light Photocatalytic Activities for Water Pollutants,"S. Kim, G.-h. Moon, G. Kim, U. Kang, H. Park, W. Choi",346 (2017) 92-100,https://doi.org/10.1016/j.jcat.2016.11.027
